私は娘を映画に連れて行きます。, J'emmène ma fllle au cinéma.
彼はカラオケで歌うのが好きです。, Il aime chanter au karaoké.
彼女は洋服を買います。, Elle achète des vêtements.
1人暮らしですか?, Vour vivez seul ?
彼らは市場で果物を売っています, Ils vendent des fruits au marché.
私は大学のレポートを終えます。, Je finis mon devoir d'université.
私はヨガのコースに通つています。, Je suis un cours de yoga.
私は、日本では、お箸を使つて食事をします。," ""Au Japon, je me sers de baguettes pour manger."""
休暇中は旅行に出かけますか?, Vous partez en vacances ?
私は「カフェ0ド ウ・マゴ」で友達を待つています。," ""J'attends mes amis au, café « Les Deux Magots »."""
あ なたは神の存在を信じますか?, Vous croyez en Dieu ?
私はオーソドックスなネクタイを選びます。, Je choisis des cravates classiques.
電気を消して、外出します。, J'eteins la lumière et je sors.
私はパリのリュクサンブール公園を散歩します。, Je me promène dans le jardin du Luxembourg à Paris.
毎朝、妻はお化粧をして、香水をつけます。," ""Le matin, ma femme se maquille et se parfume."""
相撲に興味がありますか?, Vous vous intéressez au sumo?
彼女はいつも黒い服を着ています。 , Elle s'habille toujours en noir.
私はいつも夜と朝にシャワーを浴びます。, Je me douche le soir et le matin.
私達は知り合いではありません。, Nous ne nous connaisons pas.
その先生はいらだつことがあります, Le professeur s'énerve parfois.
日曜日はいつも寝坊します。," ""Le dimanche, je me lève tard."""
 彼 ら は 愛 し 合 つ て い て 、よ く 電 話 で 話 し ま す 。," ""Il s'aiment, se téléphonent souvent."""
彼らは道で抱き合います。, Ils s'embrassent dans la rue.
健康のために水を飲みなさい。," ""Pour votre santé, buvez de l'eau."""
お酒は飲まず、タバコは吸わないように。, Nu buvez pas et ne fumez pas !
切符を買つて、急いで。電車が出ちゃいますよ。," ""Prends ton billet, dépêche-toi, le train part !"""
私に辞書を貸して。自分の辞書は持つていないから。," ""Prête-moi ton dictionnaire,je n'ai pas le mien."""
彼女に電話するの、しないの、どつちか決めなさい。," ""Téléphone-lui ou ne lui téléphone pas, mais décide-toi !"""
 将 来 の こ と は 安 心 しな さ い 。, Aie confiance dans I'avenir.
お菓子を食べないの?取つてください、十分残つていますから。," ""Tu ne manges pas de gâteaux ? Prends-en, il en reste assez."""
宿題は難しいです。今夜、家でよく考えなさい。," ""Les devoirs sont difficiles, penses-y chez toi ce soir."""
「私にはこの本が必要です」「それじやあ、図書館でその本を借りなさい」," ""《J'ai besoin de ce livre,》 《Alors emprunte‐le à la bibliothèque.》"""
車で出かける時は気をつけなさい。," ""Soyez, prudent en prenant la route !"""
私は今夜宿題をします。, Je. fais mes devoirs ce soir.
週末は掃除、洗濯、買い物をします。," ""Le week-end, je fais le ménage, la lessive et les courses."""
食後、私はいつも食器を洗います。," ""Après le repas, je fais toujours la vaisselle."""
私はサツカーと水泳と柔道をしています。," ""Je fais du football, de la natation et du judo."""
家では日曜大工をします。," ""A Ia maison, je fais du bricolage."""
私 は ビ ア ノ 、ギ タ ー 、時 に は サ ッ ク ス を 演 奏 し ま す 。," ""Je fais du piano, de la guitare et parfois je joue du saxophone."""
休暇中はサッカーやテニスをします。, Je joue au football et au tennis pendant les vacances.
フランスではパリや南部でペタンクをします。," ""En France, on joue à la pétanque à Paris et dans le Sud."""
ビジネスマン達はゴルフをします。, Les hommes d'affaires jouent au golf.
私はラグビーが好きですが、プレーはしません。, J aime le rugby mais je n y Joue pas.
「大学へ行くの?」「いいえ、大学からの帰りです」," ""« Tu vas à l'université ? » « Non, j'en viens. »"""
映画に行くのですか?, Vouz allez au cinéma ?
今夜、私達はレストランに行きます。私が君を迎えに行きます。," ""Ce soir nous allons au restaurant, je viens te chercher."""
私 は カ ミ ュ に 関 す る 講 演 会 に 行 き ま す 。君 も 一 緒 に 行 き ま せ ん か ?," ""Je vais à la conférence sur Camus, tu viens avec moi ?"""
カフェには彼らも来るの?, Viennent-ils au café aussi ?
私達と一緒に行きませんか?, Venez-vous avec nous?
彼はフランス出身ですが、もう長いこと、日本に住んでいます。, Il vient de France mais il habite depuis longtemps au Japon.
「どこに行くの?」「家に帰ります」, « Tu va où? » « Je rentre chez moi. » 
彼はよく、このカフェに来ますか?, Vient-il souvent dans ce café?
 彼は時々教会に行きますか?, Va-t-il parfois à l'église?
私はセリーヌ0デイオンを知っています。, Je connais Céline Dion.
私は、それはケベック出身の女性シンガーだということを知つています。, Je sais que c'est une chanteuse québécoise.
私はフランス語ができます。読めますが、上手に話すことはできません," ""Je connais le français, je sais lire mais je ne sais pas bien le parler."""
家族の写真を見ています。, Je regarde la photo de ma famille.
何も見えません、霧が出ています。," ""Je ne vois rien, iI y a du brouillard."""
電車から真つ自な富士山が見えます。," ""Du train, on voit le Mont Fuji tout blanc."""
私はこの素晴らしい景色を眺めます。, Je regarde ce beau spectacle.
ショバンのソナタを聴いています。素晴らしいです!," ""J'ecoute une sonate de Chopin, c'est magniflque !"""
近所の家から音楽が聞こえます。, J'entends de la musique chez les voisins.
耳を澄まして、変な音が聞こえない?," ""Ecoute, tu entends ce bruit bizarre ?"""
フランスでは、オルセー美術館を見学したいです。," ""En France, je veux visiter le musée d'Orsay."""
コーヒーをもう少しいかがですか？, Tu veux encore du café ?
寒いので、窓を開めてくださいませんか?, Il fait froid. Voulez-vous fermer la fenêtre ?
私はパリからリヨンまで丁GVで旅行したいです。, Je veux voyager de Paris à Lyon en TGV.
今 夜 、暇 で す か 、私 と 一 緒 に 出 か け ま せ ん か ?," ""Tu es libre ce soir, tu peux sortir avec moi ?"""
ミュ...ルーズの地図を私にくださいませんか?, Pouvez-vous me donner un plan de Mulhouse s'il vous plaît?
私はこれらの練習問題をすることはできますが、やりたくありません。, Je peux faire ces exercices mais je ne veux pas.
ここでタバコを吸つてもいいですか?, Est-ce que je peux fumer ici?
質問してもよろしいでしょうか?, Puis-je vous poser une question?
欲すれば、かなう。," ""Si on veut, on peut."""
私を展覧会に連れて行つてくれますか?, Tu m'accompagnes à l'exposition ?
何をしなければならないの?, Qu'est-ce que tu as à faire ?
雑誌に載せる記事を書かなければならないのです。, Je dois écrire un article pour une revue.
私はどうしてもタバコをやめなければなりません。, Je dois absolument arrêter de fumer.
終えなければならない書類があります。それを終えたら家に帰ります," ""J'ai ce dossier à finir, ensuite je rentre à la maison."""
結 婚のお祝いを買うのを忘れないようにしなければなりません, Je dois penser à acheter un cadeau de mariage.
年頭にあたつて、一年の抱負を立てなければなりません," ""En début d'année, on doit prendre de bonnes résolutions."""
良い教師とは明確な説明をするものです。, Un bon professeur doit expliquer clairement.
お医者さんに行かなければなりません。熱があります。," ""Je dois aller chez le médecin, j'ai de la fièvre."""
君は私を助ける必要はありません。これは私の仕事です。," ""Tu n'as pas à m'aider, c'est mon travail."""
テレビを見るのはやめなさい!, Arrête de regarder la télévision!
私は夕食を終えたところです、仕事を始めます。, Je finis de dîner et je commence à travailler.
私 は旅行することを夢見ていますが、飛行機に乗るのをためらつています。, Je rêve de voyager mais j'hésite à prendre I'avion.
私はもつとお金を稼ごうと努めています。, Je cherche à gagner plus d'argent.
私は学業を再開しようと決めました。, Je décide de recommencer mes études.
遅刻するのではないかとおそれています。, Je crains d'être en retard.
待ち合わせ場所が見つかりません。, Je n'arrive pas à trouver le lieu du rendez-vous.
彼女は車の運転を習つていますが、集中するのに苦労しています。, Elle apprend à conduire mais elle a du mal à se concentrer.
私はフランス語を習得するつもりです。, Je me propose d'apprendre le français.
私は情熱を持つて、勉強を始めます。, Je commence à étudier avec passion.
彼はテレビを見ながら晩ご飯を食べます。, Il dîne en regardant la télévision
のぞみは歌いながらシャワーを浴びています。, Nozomii se douche en chantant.
彼は音楽を聴きながらも仕事をしています。, Il trarraille tout en écoutant de la musique.
彼女はアイスクリームを食べながら歩いています。, Elle marche en mangeant une glace.
練習問題をすることで語学は進歩します。, On progresse en langue en faisant des exercices.
彼は電気を消し、ドアを開めて出かけます。, Il sort en éteignant la lumière et en fermant la porte.
私はスキーをしている時に足を骨折しました。, Je me suis cassé la jambe en skiant.
お菓子を食べていて、ネクタイにしみをつけました。," ""En mangeant du gâteau, j'ai taché, ma cravate."""
走つていて、鍵をなくしました。," ""En courant, j'ai perdu mes clefs."""
彼は玄関を開めるのを忘れて外出します。, Il sort en oubliant de fermer la porte.
今夜、私はマリーと一緒に出かけて、映画を見ます。," ""Ce soir, je vais sortir avec Marie au cinéma."""
来週、フランス旅行に出かけます。, Je vais voyager en France Ia semaine prochaine.
私達は真面目に勉強するつもりです。, Nous allons étudier sérieusement.
彼らはこれからレストランに行きます。, Ils vont aller au restaurant.
「君はこれからパリのホテルを探すつもりですか?」 「一軒見つけたところです」, « Tu vas chercher un hôtel à Paris ? » « Je viens d'en trouver un. »
「これから晩ご飯?」「いいえ、食べ終わつたところです」," ""« Tu vas dîner ? » « Non, je viens de flnir. »"""
「宿題をしているの?」「いいえ、ちょうど終わつたところです」," ""« Tu fais tes devoirs ? » « Non, je viens juste de les finir. ,»"""
新聞を買いに出かけるところです。, Je vais sortir acheter le journal.
私 はイタリアから帰つたところです。, Je viens de rentrer d'Italie.
「マチス展に行くところですか?」 「いいえ、それを見てきたところです」," ""« Tu vas aller à l'exposition Matisse ? » « Non, je viens de la voir. »"""
以 前 、私 は 大 阪 に 住 ん で い ま し た が 、東 京 に 引 つ 越 し ま し た 。, Avant j'habitais Osaka mais j'ai déménagé à Tokyo.
若 い頃、ビアノを弾いていました," ""Quand j'étais jeune, je jouais du piano."""
私は10年ビアノを弾いています。, J'ai fait dix ans de piano.
私達が結婚した時、天気がよくて暑かつたです。, II faisait beau et chaud lorsque nous nous sommes mariés.
雨が降つていたので傘を差しました。, J'ai pris le parapluie parce qu'il pleuvait.
電話が鳴つた時、私はシャワーを浴びていました。, J'étais sous la douche quand le téléphone a sonné.
昨夜、私は20時に映画に行きました。," ""Hier soir, je suis allé au cinéma à 20 heures."""
寒 かつたので窓を開めました。, J'ai fermé la fenêtre parce qu'il faisait froid.
眠つていると、突然、叫び声が聞こえました。, Je dormais quand soudain j'ai entendu un cri.
3人の男が銀行を襲撃したのは、10時頃のことでした。, Il était environ dix heures quand trois hommes ont attaqué la banque.
夫が帰宅した時、彼女はすでに晩ご飯を済ませていました。," ""Quand son mari est rentré, elle avait déjà dînê."""
私が起きた時、妻は朝食を用意してくれていました。," ""Quand je me suis levé, ma femme avait préparé le petit déjeuner."""
よしえがフランスに行つた時、彼女はすでにフランス語を勉強していました。," ""Quand Yoshie est allée en France, elle avait déjà étudié le français."""
フランス語の授業が始まつた時、私はすでに教科書を買つていました。 ," ""Quand le cours de français a commencé, j'avais déjà acheté Ie manuel."""
彼女はなくした携帯電話を見つけました, Elle a retrouvé le portable qu'elle avait perdu.
私達が到着した時、彼女達は課題を終えていました。, Elles avaient fini leur devoir lorsque nous sommes arrivés.
私は君と―緒に住んだ村に戻つてきました。, Je suis retourné dans le village où j'avais habité avec toi.
仕事を始めた時、私はまだ学業を終えていませんでした。, Je n'avais pas terminé mes études lorsque j'ai commencé mon travail.
私 達 が 夏 に 出 会 つ た 夫 婦 に 、私 は 再 会 し ま し た 。," ""J'ai revu le couple que nous avions rencontré, L'été."""
私 は 買 つ た 家 を 、売 り ま し た 。, J'ai revendu la maison que j'avals acnetée.
彼女は起きて、顔を洗い、出かける準備をしました。," ""Elle s'est levée, a fait sa toilette et s'est préparée."""
アンヌは階段で転びました。足を骨折したのです。, Anne est tombée dans I'escalier. Elle s'est cassé la jambe. Elle est allée d I'hôpital.
日 曜 日 、私 達 は 森 を 散 歩 し ま し た 。," ""Dimanche, nous nous sommes promenés dans la forêt."""
私達が採つたキノコは有毒だつたので、捨てました。, Les champignons que nous avons ramassés étaient vénéneux et nous les avons jetés.
私 は 隣 人 を 招 待 し ま し た 。彼 ら を 招 待 し た の は 昨 日 で す 。, J'ai invité les voisins. Je les ai invités hier.
私がしていたネクタイはカラフルです。, La cravate que j'ai mise est colorée.
彼女達は偶然再会しました。, Elles se sont revues par hasard.
彼女達は電話をかけ合つて、話をしました。, Elles se sont téléphone et elles se sont parlé.
私が買つた絵葉書を見てください。, Regarde les cartes postales que j'ai achetées.
彼女は怪我をしました。親指を切りました。, Elle s'est coupée. Elle s'est coupé le pouce.
カセットのA面 を録音 し終えたら、次 はB面 です。," ""Quand tu auras enregistré la face A de la cassette, tu enregistreras la face B."""
よく考えてから電話をください。, Téléphonez-moi quand vous aurez réfléchi.
仕事を終えたら、私のオフィスに来てください。, Vous viendrez dans mon bureau quand vous aurez fini votre travail.
クリーンエネルギーの新しい資源が見つかれば、 環境汚染は減少するでしょう。," ""Quand on aura trouvé de nouvelles sources d'énergie propre,la pollution dimuera."""
学業を終えてからでなければ、結婚するつもりはありません。, Je ne me marierai que quand j'aurai terminé mes études.
もつとお金を稼いだら、家を買うことができるでしよう。," ""Quand vous aurez gagné plus d'argent, vous pourrez acheter une maison."""
データを保存したら、コンピューターのスイッチを切つてもいいです。," ""Dès que vous aurez sauvé les données, vous pourrez éteindre l'ordinateur."""
私が引越しを終えたら、私に会いに来てください。, Tu viendras me voir quand j'aurai déménagé.
先生、薬がなくなつたら、また来ます。," ""Docteur, je reviendrai vous voir quand j'aurai pris tous mes médicaments."""
研修を終えたら、試験を受けます。, Je passerai I'examen quand j'aurai flni Ie stage.
ぺニシリンはフレミングによつて発明されました。, La pénicilline a été inventée par Fleming.
「モナリザの微笑み」はレオナルド・ダ・ヴィンチによつて描かれました, La Joconde a été peinte par Léonard De Vinci.
新学期には教室は塗り替えられました," ""Pour la rentrée, les salles de classe ont été repeintes."""
ソルボンヌ大学は1253年に創設されました。, La Sorbonne a été fondée en 1253.
フランス植民地における奴隷制度は、1848年に廃止されました。, L'esclavage dans les colonies françaises a été aboli en 1848.
ベルリンの壁は1989年に壊されました。, Le mur de Berlin a été détruit ell 1 989.
会 合 は 執 行 部 に よ つて キ ャン セ ル さ れ ま した 。," ""La réunion a été, annulée par la direction."""
台風の通過により、家々は浸水しました。, Des maisons ont été inondées après le passage du typhon.
1人 の男が地下鉄内で襲われました。, Un homme a été agressé dans le métro.
 1人の泥棒が警察によつて逮捕されました。, Un voleur a été arrêté par la police.
フランスに行く前にフランス語を 話せるようになつていなければなりません。, Il faut que vous parliez français avant d'aller en France.
フランス語を習得するにはフランス映画を観る必要があります。," ""Pour apprendre le français, il faut que vous regardiez des films français."""
"ar** 2 I I fr: l,teHi*t ltret)*E lv "",Il est nécessaire que je mette une cravate.",
薬を飲んだほうがいいでしょう。, Il vaudrait mieux que je prenne des médicaments.
彼には試験に受かつてほしいです。, J'aimerais qu'il réussisse l'examen.
私は、彼が勉強しないのではないかと恐れています。, Je crains qu'il n'étudie pas.
私は彼が成功するとは思いません。, Je ne pense pas qu'il réussisse.
私は自分のマンションがもつと広ければいいのにと思つているのですが。, Je voudrais que mon appartement soit plus spacieux.
あなたが支払いができるように、私はあなたにお金を貸します。, Je vous prête de l'argent afin que vous‐ puissiez payer.
彼が行つてしまつたのは残念です。 , Je regrette qu'il soit parti.
すみません、教えて頂きたいことがあるのですが。," ""Excusez-moi, madame, je souhaiterais un renseignement."""
歯医者さんに行かなければならないでしょう。, Tu devrais aller chez le dentiste.
私は喉が渇いています。できたらビールを1本飲みたいなあ。, J'ai soif / je boirais bien une bière.
こ の ズ ボ ン を 試 着 して も い い で す か ?," ""Est-ce que je pourrais essayer ce pantalon, s'il vous plaît ?"""
今、休暇中だつたらいいのに。, J'aimerais être en vacances maintenant.
 フランス大統領は近々、アメリカ大統領と会見することになるでしょう。, Le président français devrait rencontrer prochainement son homologue américain.
君なしでは、私は生きていけないでしょう。," ""Sans toi, je ne pourrais pas vivre."""
私はビアニストになりたかつたのですが、才能がありませんでした, J'aurais aimé être pianiste mais je n'étais pas doué.
私はもつと勉強しておくべきでした、それを後悔しています。," ""J'aurais dû étudier davantage, je le regrette."""
私はあなたがワインが好きなのを忘れていました、そうでなければ1本 つて たのに。 ," ""J'ai oublié que vous aimiez le vin, sinon,  je vous aurais apporté une bouteille."""
"
パリに戻つたら、原始美術館を見学するつもりです。"," ""Si je reviens à Paris, je visiterai le musée des arts premiers."""
フランスに戻つて暮らすことになつたら、 ■日舎に住むことになるでしょう。," ""Si je rentre habiter en France, j'irai m'installer à la campagne."""
コートを着ないで外出したら、風邪を引くでしょう。," ""Si tu sors sans manteau, tu prendras froid."""
もし田舎に住んでいたら、犬を飼つていただろうに。," ""Si j'habitais à la campagne, j'aurais un chien."""
努力をすれば、進歩するだろう。," ""Si tu faisais des efforts, tu ferais des progrès."""
もし私が市長なら、町の中心部への車の乗り入れを禁止するだろう。," ""Si j'étais maire, j'interdirais les voitures au centre ville."""
若かつたら、違う生き方をしていただろう。," ""Si j'étais jeune, je vivrais différemment."""
今夜、レストランに行くのはどうですか?, Si on allait au restaurant ce soir ?
先週の土曜日、天気がよかつたら、公園に行つたのに。," ""S'il avait fait beau samedi dernier, je serais alleé au parc."""
遅れなければ、電車に間に合つたのに。," ""Si je n'avais pas été en retard, j'aurais pu prendre le train."""
1時 間探して、私達はやつと駐車できました。," ""Après avoir cherché une heure, nous avons finalement garé notre voiture."""
寒い中、2時間も並んで、私達はセザンヌ展を見ることができました。, Nous avons pu voir I'exposition Cézanne après avoir fait la queue deux heures dans le froid.
"
お医者さんに診てもらつてから、薬を買いに薬局に行きました。"," ""Après m'être rendu chez le médecin, je suis allé à la pharmacie chercher les médicaments."""
晩ご飯を食べたあと、食器を洗いました。," ""Aprds avoir dêné´, j'ai fait la vaisselle."""
テレビを見てから、お風呂に入りました。," ""Après avoir regaré la télévision , j'ai pris un bain."""
買い物をしてから、夕食の支度をしました。," ""Après avoir fait les courses, j'ai préparé le diner."""
スポ...ツをしたあと、シャワーを浴びました。, Je me suis douché après avoir fait du sport.
シャワーを浴びてから、寝ました。," ""Après m'être douché, je me suis couché."""
賃 上 げ を 勝 ち 取 つ て 、彼 ら は ス トを 中 止 し ま し た 。," ""Après avoir obtenu une augmentation de salaire, ils ont arrêté la grève."""
彼は3回 失敗して、やつと運転免許試験に合格しました。, Il a finalement réussi le permis de condiure après l'avoir raté trois fois!
夏、日本ではエアコンがないと、サラリーマンは暑くてたまりませ, En été les employés au Japon ont chaud sans air conditionné.
戦争中、民間人は恐怖や空腹をしばしば体験します。," ""Pendant les guerres, les civils ont souvent peur, faim."""
午前3時です、眠くないですか?," ""Il est 3 heures du matin, vous n'avez pas sommeil?"""
彼は運動療法士のところに行きます、背中が痛いからです。, Il va chez le kinésithérapeute parce qu'il a mal au dos.
私はとても頭が痛いです。, J'ai très mal à la tête.
私は足が痛いです、休憩しなければなりません。," ""J'ai mal aux pieds, j'ai besoin de me reposer."""
絵を描くには、絵筆と絵の具とカンバスが必要です。," ""Pour peindre, j'ai besoin de pinceaux, de couleurs et de tableaux."""
買い物には大きな袋が必要です。," ""Pour faire mes courses, j'ai besoin d'un grand sac."""
私が飼つている犬は雷を怖がります。, Mon chien a peur du tonnerre.
私は1本ビールが欲しい。, J'ui envie d'une bière.
私のバッグの中には、本と辞書が入つています。," ""Dans mon sac, il y a mon livre et mon dictionnaire."""
フォルネー図書館では展覧会が開催されています。," ""A la bibliothèque Forney, il y a une exposition."""
それはグラフイツクデザイナー「サヴィニャック」展です。, C'est une exposition de l'affichiste Savignac.
私のお財布には写真が1枚入つています。," ""Dans mon portefeuille, il y a une photo."""
それは別荘の写真です。, C'est Ia photo de ma maison de campagne.
パリを川が流れています。セーヌ川です。," ""A Paris, il y a un fleuve / c'est la Seine."""
セーヌ川には観光客向けの船があります。," ""Sur la Seine, il y a les bateaux pour touristes."""
それはバトー・ムーシュです。, Ce sont les bateaux-mouches.
見て、雪をいただいた富士山です!," ""Regarde, c'est le Mont Fuji enneigee !"""
東京都心に広大なスペースがあります。皇居です。," ""Au centre de Tokyo, il y a un grand espace vide / c'est le palais impérial."""
扇子です。私の日本旅行の記念です。," ""C'est un éventail, souvenir de mon voyage au Japon."""
私の新しいフランス語の電子辞書です。, C'est mon nouveau dictionnaire électronique de français.
マチスのデッサンです。, Ce sont des dessins de Matisse.
私の柔道の先生です。, C'est mon professeur de judo.
私の従兄弟達です。, Ce sont mes cousins.
あの人はうちの隣に住んでいる人です、気さくで面白い人です。," ""C'est mon voisin, iI est sympathique et drôle."""
ジ ュリアンはいい先生です、彼の授業は人気があります。," ""Julien est un bon professeur, il est apprécié dans ses cours."""
ボ キュ...ズ?彼 は料理人です、偉大なシェフです。," ""Bocuse ? Il est cuisinier, c'est un Grand Chef."""
セリーヌ0デ イオン?ケ ベック出身の女性シンガーで、世界的に有名です。," ""Céline Dion ? C'est une chanteuse québécoise, elle est mondialement connue."""
「これはどのワインですか？」「サンテミリオンです」, « C'est quel vin ? » « C'est un saint-émilion. »
景色、見た? とてもきれいです。, Tu as vu le paysage ? C'est très beau.
これは稀なことです、天気がこの季節にしてはとても穏やかです。," ""C'est exceptionnel, le temps est très doux pour la saison."""
女の人というのはとても複雑です!," ""Les femmes, c'est très compliqué !"""
休暇中の交通渋滞はストレスがたまります。," ""L.es embouteillages sur la route des vacances, c'est stressant l"""
海 は 美 し く 、癒 さ れ ま す 。," ""La mer, c'est beau, c'est reposant !"""
松本城は印象的です," ""Le château de Matsumoto, c'est impressionnant !"""
果物と野菜は健康にいい食べ物です。," ""Les fruits et légumes, c'est bon pour la sante."""
アイスクリ...ムはおいしいです。," ""Les glaces, c'est bon !"""
お金は必要です," ""L'argent, c'est nécessaire!"""
結婚とは牢獄です," ""Le mariage, c'est une prison!"""
部長は彼で、私は彼のアシスタントです。, C'est lui qui est le directeur et moi qui suis son assistant.
あなたが会いたいと思つているのは私ですか, C'est moi que vous désirez voir ?
私が嫌いなのはタバコです。," ""Ce que je déteste, c'est le tabac."""
私が一番望んでいるのは恋に落ちることです。," ""Ce que j'espère le plus, c'est de tomber amoureux."""
私をもつとも魅了するのは芸術家です。," ""Ce qui me fascine le plus, ce sont les artistes."""
私がいちばん夢見ているのは旅行することです。," ""Ce dont je rêve le plus, c'est de voyager."""
私 が 好 き で は な く て 、ば か に し て い る の は 、フ ァ ッ シ ョ ン で す 。," ""Ce que je n'aime pas et dont je me moque, c'est la mode."""
私が君を駅に迎えに行きます。, C'est moi qui viens te chercher à la gare.
そ の映画で面白いのはせりふです。, Ce sont les dialogues qui sont intéressants dans le fllm.
うちで決定権を持つているのは母です。, C'est ma mère qui décide dans la famille.
ひと月は30日 です。," ""Dans un mois, il y a trente jours."""
―週間は7日 です。," ""Dans une semaine, il y a sept jours."""
1時間は60分です。," ""Dans une heure, il y a soixante minutes."""
1年は365日です。," ""Oans une année, il y a trois cent soixante-cinq jours."""
80× 2=160, Quatre-vingts multiplié par deux est égal à cent soixante.
80÷ 2=40, Quatre-vingts divisé par deux est égal à quarante.
80-40=40, Quatre-vingts moins quarante est égal à quarante.
エッフェル塔は高さ300メートルです。, La tour Eiffel mesure trois cents mètres de haut.
『海底2万里』はジュール・ヴェルヌの有名な小説です。, « Vingt mille lieues sous les mers » est un célèbre roman de Jules Verne.
ル・モンドは1ユ ーロ40セ ントです。," ""Le journal « Le Monde », coûte 1,40 euro."""
朝ご飯はバタ...をつけてバンを食べます。," ""A, petit déjeuner, je mange du pain avec du beurre."""
昼食のために、私は肉を買います," ""Pour le déjeuner, j'achète de la viande."""
うちの近くには公園があつて、そこには人の姿があり、 物音や音楽が聞こえます。," ""Près de chez moi, il y a un parc avec des gens, du bruit, de la musique."""
今日は日が出ていますが、時折、雲も出ます。, Aujourd'hui il y a du soleil mais iI y a aussi parfois des nuages.
彼は上品です、洋服の趣味がいいのです。, Il est élégant il a du goût pour les vêtements.
彼はダイナミツクです、エネルギーが有り余つています。," ""Il est dynamique, il a de l'énergie à revendre."""
コーヒ...に私は角砂糖を1つ入れます。, Dans mon café je mets un morceau de sucre.
彼は野菜をたくさん食べ、ワインを少し飲みます。," ""Il mange beaucoup de légumes, boit un peu de vin."""
健康のために、彼はアルコールを飲んだことがありません。," ""Pour sa santé, il ne boit jamais d'alcool."""
ス...パーで、彼はりんどを1キ ロ買います。," ""Au supermarché, il achète un kilo de pommes."""
何時ですか?, Quelle heure est-il ?
3時半です。, Il est trois heures et demie.
": +mr, fit)*{b\?,Vous avez l'heure ?",
はい、12時15分前です。," ""Oui, il est midi moins le quart."""
彼の仕事は22時に終わるんだね、遅いね。," ""Son travail flnit à vingt-deux heures, c'est tard."""
私は朝早く、6時 に勉強を始めます。," ""Je commence à étudier tôt, à six heures."""
"zet: u*17,+soar-r"",Le rendez-vous est à dix-sept heures trente.",
時 間を守ることは、とても大事なことです。," ""Être à I'heure, c'est très important."""
パリと東京の間は8時間の時差があります。, Il y a huit heures de décalage horaire entre Paris et Tokyo.
休暇中は時間をいつさい気にしません。," ""En vacances, je ne regarde jamais l'heure !"""
今日は2010年1月7日です。," ""Auiourd'hui, nous sommes le 7 janvier 2010."""
ナポレオンは18世紀、1769年8月 15日に生まれました。," ""Napoléon est né le 15 août 1769, au XVIII"""" siècle."""
シモ...ヌ0ド 0ボ ーヴォワールは20世 紀の女性作家です。," ""Simone de Beauvoir est une écrivain du XX"""" siècle."""
来年の夏は8月 に出発する予定です。," ""L'été prochain, je pars en août."""
夜中は眠り、昼間は働き、夜は出かけます。," ""Je dors la nuit, je travailte le jour, je sors le soir."""
春には自然が花開きます。," ""Au printemps, la nature est en fleur."""
月 は一年最後の海水浴です。, Nous prenons le dernier bain de mer en septembre.
何月生まれですか?, Quet mois êtes-vous né ?
今日は1日ですか、2日ですか?, Nous sommes le premier ou le deux ?
私は月末に給料を受け取ります。, Je reçois mon salaire à la fin du mois.
明日の天気はどうですか?, Quel temps va-t-il faire demain ?
晴れるでしよう。, Il va faire beau.
今 日 の 午 後 は 雨 が 降 り出 す で しょう 。," ""Cet après-midi, il va pleuvoir."""
フランスでは、冬は雲が出て、寒いです。," ""En France, en hiver, il y a des nuages et il fait froid."""
日本では、夏は暑く、湿度が高いです。," ""Au Japon, en été, il fait chaud et humide."""
日本では9月 によく台風が来ます。," ""En septembre au Japon, il y a souvent des typhons."""
天 気 は悪 くなり、最高 気温 は7度 で しよう。, II va faire mauvais avec des températures maximales de sept degrés.
春は暖かく、気温は20度 まで上がります。," ""Au printemps, il fait doux, la température monte à vingt degrés."""
10月 には涼しくなり始めます。," ""En octobre, il commence à faire frais."""
フランス全土で太陽が輝き、空は真つ青です。," ""Le soleil brille, le ciel est tout bleu sur toute la France."""
